no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking_ID_encoded,type_of_meal_plan_encoded,room_type_reserved_encoded,market_segment_type_encoded,booking_status_encoded
2,0,0,3,0,73,2017,11,24,0,0,0,85.67,0,31273,0,0,3,1
3,0,2,1,0,216,2018,8,27,0,0,0,128.7,2,31274,0,3,4,0
2,0,1,4,0,117,2018,4,6,0,0,0,96.05,0,31275,0,3,4,1
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,31276,1,0,3,1
2,2,0,1,1,2,2018,9,2,0,0,0,249.0,1,31277,0,5,4,1
2,0,0,4,0,29,2017,10,13,0,0,0,98.98,2,31278,0,0,4,1
2,0,1,0,0,16,2018,8,1,0,0,0,121.0,1,31279,0,0,4,1
2,2,0,3,0,89,2018,7,21,0,0,0,183.3,0,31280,0,5,4,0
1,0,1,1,0,26,2018,11,7,0,0,0,153.23,1,31281,0,0,4,1
1,0,0,2,0,32,2017,11,20,0,0,0,73.0,0,31282,0,0,3,1
2,0,0,2,0,56,2017,9,17,0,0,0,82.0,0,31283,1,0,3,1
2,0,0,1,0,10,2018,10,26,0,0,0,120.0,2,31284,3,0,4,1
2,0,2,2,0,31,2018,9,9,0,0,0,149.4,2,31285,0,3,4,1
2,0,0,2,0,182,2018,9,30,0,0,0,117.9,2,31286,0,0,4,0
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,31287,1,0,3,0
1,0,1,2,0,34,2018,1,22,0,0,0,99.3,1,31288,0,0,4,1
2,0,0,2,0,0,2017,8,14,0,0,0,109.0,0,31289,1,0,3,1
2,0,0,3,0,50,2018,1,14,0,0,0,52.0,1,31290,0,0,3,1
2,0,0,3,0,6,2018,4,21,0,0,0,88.51,1,31291,0,0,4,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,31292,1,0,3,1
2,0,2,1,0,80,2018,5,1,0,0,0,140.4,1,31293,0,3,4,1
1,0,0,1,0,13,2018,11,29,0,0,0,65.0,0,31294,0,0,2,1
2,0,1,2,0,418,2018,9,26,0,0,0,107.0,0,31295,1,0,3,0
2,0,0,3,0,4,2018,9,13,0,0,0,95.0,0,31296,0,0,3,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,31297,0,0,3,0
1,0,0,1,0,4,2018,2,19,0,0,0,72.1,0,31298,0,0,3,1
1,0,0,1,0,0,2017,12,31,0,0,0,0.0,0,31299,0,0,1,1
2,0,2,0,0,95,2018,11,20,0,0,0,90.0,2,31300,0,0,4,0
2,0,1,2,0,179,2018,8,26,0,0,0,85.5,0,31301,3,0,4,0
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,31302,0,0,3,0
2,2,0,3,0,1,2018,6,29,0,0,0,209.1,2,31303,0,6,4,1
2,0,1,2,0,55,2018,9,2,0,0,0,108.0,1,31304,3,0,4,0
2,0,0,1,0,37,2018,6,9,0,0,0,108.9,1,31305,0,0,4,1
2,0,1,2,0,86,2018,5,20,0,0,0,65.0,1,31306,0,0,3,1
2,1,0,3,0,14,2018,3,17,0,0,0,127.0,2,31307,0,0,4,1
1,0,0,2,0,14,2017,12,11,0,0,0,81.0,1,31308,0,0,4,1
3,0,2,3,0,24,2018,4,17,0,0,0,145.4,2,31309,0,3,4,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,31310,0,0,3,0
2,0,0,2,0,6,2018,1,12,0,0,0,69.5,2,31311,3,0,4,1
3,0,1,4,0,2,2018,2,8,0,0,0,133.6,1,31312,0,3,4,1
1,0,0,3,0,28,2018,6,14,0,0,0,108.42,1,31313,0,3,4,1
2,0,2,3,0,51,2018,9,18,0,0,0,149.4,1,31314,0,3,4,1
3,0,0,3,0,198,2018,9,22,0,0,0,159.3,3,31315,0,3,4,1
2,0,0,3,0,138,2018,6,29,0,0,0,109.8,1,31316,0,3,4,0
1,0,1,1,0,0,2018,1,18,0,0,0,64.5,0,31317,0,0,3,1
1,0,0,2,0,32,2017,11,20,0,0,0,0.0,0,31318,0,0,4,1
2,0,0,4,0,83,2018,10,19,0,0,0,132.3,2,31319,0,3,4,1
2,0,1,2,0,55,2018,2,26,0,0,0,83.3,1,31320,0,0,4,1
1,0,0,3,0,8,2018,5,17,0,0,0,130.0,0,31321,0,0,2,1
2,0,0,1,0,21,2018,3,4,0,0,0,129.0,0,31322,1,0,4,0
2,0,1,4,0,31,2018,4,18,0,0,0,114.84,2,31323,0,3,4,1
2,0,1,2,0,50,2018,11,18,0,0,0,93.6,2,31324,0,0,4,1
2,0,1,2,0,96,2018,9,26,0,0,0,135.9,0,31325,0,0,4,0
2,0,2,1,0,179,2018,10,1,0,0,0,108.9,1,31326,0,0,4,0
1,0,0,1,0,55,2017,11,10,0,0,0,73.8,2,31327,0,0,4,1
2,0,1,2,0,2,2017,8,17,0,0,0,127.33,1,31328,0,0,4,1
2,0,0,2,0,1,2017,12,29,0,0,0,72.67,0,31329,3,0,4,1
1,0,0,3,0,25,2018,5,10,0,0,0,129.0,0,31330,3,0,4,1
2,0,1,2,0,41,2017,10,19,0,0,0,103.5,2,31331,0,0,4,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,31332,0,0,3,0
1,0,2,3,0,85,2018,3,17,0,0,0,73.95,0,31333,0,0,4,1
3,1,2,1,0,24,2018,5,21,0,0,0,285.17,0,31334,0,6,4,0
2,0,0,2,0,19,2018,6,22,0,0,0,100.0,0,31335,0,0,2,1
1,0,0,3,0,143,2018,8,25,0,0,0,90.0,0,31336,0,0,3,1
1,0,0,1,0,0,2018,2,24,0,0,0,94.0,0,31337,3,0,4,1
2,0,2,0,0,2,2018,6,26,0,0,0,122.0,1,31338,3,0,4,1
2,0,0,1,1,0,2018,6,10,0,0,0,130.0,0,31339,0,0,4,1
2,0,1,3,0,93,2018,4,4,0,0,0,73.74,0,31340,0,1,4,1
1,2,1,1,1,3,2018,7,30,0,0,0,0.0,1,31341,0,4,1,1
2,0,0,2,0,38,2018,3,23,0,0,0,90.2,0,31342,3,0,4,1
2,0,2,1,0,103,2017,7,18,0,0,0,94.5,0,31343,1,0,3,0
2,0,2,3,0,276,2018,5,13,0,0,0,61.0,0,31344,0,0,3,0
2,0,0,1,0,7,2018,8,31,0,0,0,107.03,2,31345,0,0,4,1
2,0,0,1,0,18,2018,4,8,0,0,0,89.0,1,31346,3,0,4,1
3,0,1,2,0,78,2018,4,11,0,0,0,128.7,2,31347,0,3,4,1
1,0,0,2,0,1,2017,10,2,0,0,0,100.0,0,31348,0,0,3,1
3,0,0,4,0,107,2018,8,24,0,0,0,152.1,0,31349,0,3,4,0
1,0,2,1,0,116,2018,2,28,0,0,0,61.0,0,31350,0,0,3,0
1,0,0,3,0,15,2018,11,8,0,0,0,130.9,1,31351,3,0,4,1
2,0,1,0,0,0,2018,10,30,0,0,0,140.0,0,31352,3,0,4,1
2,0,0,2,0,43,2018,4,21,0,0,0,96.3,0,31353,0,3,3,1
1,0,1,3,0,60,2018,11,21,0,0,0,74.8,0,31354,0,0,4,0
2,1,1,3,0,38,2018,4,25,0,0,0,121.95,1,31355,0,0,4,1
2,0,0,1,0,0,2018,1,7,1,2,9,0.0,1,31356,0,0,1,1
2,0,2,3,0,130,2018,4,16,0,0,0,82.59,2,31357,0,0,4,1
2,0,1,2,0,338,2018,10,7,0,0,0,90.67,1,31358,0,0,3,1
3,0,4,11,0,90,2018,8,16,0,0,0,150.3,0,31359,0,3,4,0
2,0,2,2,0,11,2017,10,23,0,0,0,88.5,0,31360,0,0,3,1
2,0,0,1,0,1,2017,8,25,0,0,0,106.0,2,31361,0,0,4,1
2,1,2,5,0,172,2018,7,15,0,0,0,112.32,0,31362,0,0,4,0
2,0,1,2,0,56,2017,9,25,0,0,0,185.0,0,31363,0,0,3,1
1,0,1,2,0,3,2018,12,19,0,0,0,79.5,0,31364,3,0,4,1
2,0,0,3,0,34,2017,9,23,0,0,0,224.67,0,31365,1,0,3,0
1,0,1,1,0,85,2018,7,25,0,0,0,99.9,1,31366,0,0,4,1
2,0,2,2,0,30,2018,11,12,0,0,0,68.71,0,31367,0,0,4,0
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,31368,1,0,3,0
2,0,2,1,0,104,2018,7,2,0,0,0,88.01,2,31369,0,0,4,1
1,0,0,1,1,5,2018,5,24,1,1,4,67.0,0,31370,0,0,2,1
2,0,2,4,0,28,2018,11,13,0,0,0,96.9,3,31371,0,3,4,1
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,31372,1,0,3,0
1,0,0,1,0,0,2018,7,5,0,0,0,79.0,0,31373,0,0,2,1
3,0,1,3,1,7,2017,10,26,0,0,0,134.0,1,31374,0,3,3,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,31375,0,0,3,0
1,0,2,1,0,4,2017,8,23,0,0,0,0.0,1,31376,0,0,1,1
2,2,0,3,0,71,2018,4,7,0,0,0,171.3,2,31377,0,5,4,1
2,2,0,3,0,34,2018,12,8,0,0,0,174.0,1,31378,0,5,4,1
2,0,2,3,0,36,2018,9,25,0,0,0,123.84,2,31379,0,0,4,1
2,0,0,4,0,171,2018,6,28,0,0,0,90.95,1,31380,0,0,4,1
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,31381,0,0,3,0
2,0,0,1,0,63,2018,9,3,0,0,0,99.0,0,31382,3,0,4,0
1,0,0,1,0,5,2017,9,22,0,0,0,65.0,0,31383,0,0,2,1
2,0,1,3,0,12,2018,2,18,0,0,0,91.0,1,31384,0,0,4,1
2,0,2,3,0,28,2018,12,4,0,0,0,74.8,1,31385,3,0,4,1
2,0,0,2,0,23,2018,10,20,0,0,0,119.0,1,31386,3,0,4,0
2,0,2,5,0,66,2018,3,13,0,0,0,85.38,0,31387,0,0,4,0
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,31388,0,0,2,1
2,0,3,5,0,119,2018,7,4,0,0,0,82.45,0,31389,0,3,3,1
2,0,2,4,0,238,2018,9,1,0,0,0,94.07,1,31390,0,0,4,1
1,0,0,2,0,14,2017,10,15,0,0,0,100.0,0,31391,0,0,3,1
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,0,31392,1,0,3,0
2,0,1,3,0,5,2018,2,8,0,0,0,69.1,0,31393,3,0,4,1
2,2,2,2,0,113,2018,10,8,0,0,0,190.8,1,31394,0,5,4,0
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,31395,0,0,3,1
2,0,0,4,0,6,2018,3,9,1,0,1,109.0,1,31396,0,3,4,1
2,2,1,2,0,213,2018,8,26,0,0,0,127.5,1,31397,0,5,3,0
1,0,2,3,0,115,2018,2,27,0,0,0,75.0,0,31398,0,0,3,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,31399,0,0,3,0
2,0,0,3,0,155,2018,7,14,0,0,0,112.0,0,31400,0,0,3,0
2,2,1,5,0,48,2018,9,6,0,0,0,195.3,2,31401,0,5,4,1
2,0,0,4,0,40,2018,8,31,0,0,0,85.5,0,31402,0,0,3,1
1,0,1,2,0,6,2018,7,8,0,0,0,75.0,0,31403,0,0,3,1
2,0,0,2,0,80,2017,10,9,0,0,0,136.0,0,31404,1,3,3,1
2,0,0,1,0,2,2018,5,13,0,0,0,129.0,1,31405,3,0,4,1
2,0,0,4,0,9,2018,1,12,0,0,0,89.0,1,31406,0,0,4,1
2,0,1,2,0,54,2018,9,2,0,0,0,123.3,0,31407,0,3,4,0
2,0,0,2,0,256,2018,6,15,0,0,0,115.0,1,31408,1,0,3,0
2,2,2,7,0,151,2018,7,1,0,0,0,167.45,2,31409,0,5,4,0
2,0,3,6,0,72,2017,7,6,0,0,0,76.5,1,31410,0,0,4,0
1,0,2,1,0,116,2018,2,28,0,0,0,75.0,0,31411,0,0,3,1
2,0,1,2,0,77,2018,4,15,0,0,0,68.04,1,31412,3,0,4,1
2,0,0,1,0,129,2018,8,6,0,0,0,114.3,1,31413,0,0,4,1
2,0,2,2,0,35,2018,2,19,0,0,0,84.35,1,31414,3,0,4,1
3,0,0,4,0,110,2018,7,19,0,0,0,113.76,1,31415,0,3,4,1
2,0,1,1,0,88,2018,3,12,0,0,0,58.0,0,31416,0,0,3,1
2,0,2,3,0,29,2018,4,16,0,0,0,102.8,1,31417,0,0,4,1
2,0,0,3,0,276,2018,9,22,0,0,0,116.33,0,31418,0,0,3,0
2,0,0,2,0,265,2018,6,24,0,0,0,109.0,0,31419,1,0,3,0
2,0,0,5,0,79,2018,6,7,0,0,0,132.6,1,31420,0,3,4,1
2,0,2,5,0,49,2018,11,19,0,0,0,74.8,0,31421,3,0,4,0
3,0,1,0,0,87,2018,7,17,0,0,0,137.7,2,31422,0,3,4,1
1,0,1,2,0,219,2017,9,4,0,0,0,76.67,0,31423,0,0,3,1
2,0,1,5,0,281,2018,12,26,0,0,0,79.62,2,31424,0,0,4,0
2,0,0,1,0,80,2018,7,20,0,0,0,105.3,0,31425,0,0,4,0
2,0,2,1,0,19,2018,3,27,0,0,0,53.5,1,31426,1,0,3,1
2,0,2,7,0,18,2018,6,7,0,0,0,141.56,0,31427,0,3,4,0
1,0,1,3,0,4,2018,3,7,0,0,0,88.0,0,31428,1,0,3,1
2,0,2,8,0,133,2018,6,28,0,0,0,95.2,1,31429,0,0,4,1
2,0,1,2,0,87,2018,3,11,0,0,0,51.97,1,31430,3,0,4,1
2,0,0,4,0,44,2018,11,1,0,0,0,74.8,2,31431,3,0,4,1
2,0,0,3,0,35,2018,3,9,0,0,0,38.67,0,31432,0,0,3,1
2,1,1,0,0,1,2018,5,2,0,0,0,159.0,2,31433,0,0,4,1
2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,31434,0,0,3,0
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,31435,0,0,3,0
1,0,1,0,0,18,2018,6,20,1,1,8,65.0,1,31436,0,0,2,1
2,0,0,1,0,26,2018,4,13,0,0,0,126.0,1,31437,0,3,4,1
2,0,0,2,0,30,2017,9,30,0,0,0,121.0,0,31438,1,0,3,1
3,0,0,2,0,11,2018,6,1,0,0,0,141.95,2,31439,0,3,4,1
1,0,1,2,0,280,2018,9,19,0,0,0,100.0,0,31440,0,0,3,0
2,0,2,2,0,213,2018,10,1,0,0,0,102.85,2,31441,0,0,4,0
2,0,1,3,0,117,2018,6,2,0,0,0,109.65,1,31442,3,0,4,1
2,0,0,3,0,186,2018,11,24,0,0,0,64.56,0,31443,0,0,4,0
2,0,1,2,0,267,2018,9,30,0,0,0,95.0,0,31444,0,0,3,0
2,0,0,2,0,46,2018,6,28,0,0,0,107.1,0,31445,3,0,4,0
2,0,0,2,0,18,2018,6,17,0,0,0,129.0,0,31446,3,0,4,1
2,0,2,5,0,148,2018,7,25,0,0,0,91.68,0,31447,3,0,4,0
2,0,1,1,0,268,2018,10,1,0,0,0,95.4,0,31448,3,0,4,0
1,0,0,3,0,151,2018,1,19,0,0,0,80.0,0,31449,0,0,3,1
2,0,0,4,0,98,2018,12,21,0,0,0,75.0,0,31450,0,0,3,1
2,0,1,4,1,191,2018,7,25,0,0,0,101.75,0,31451,0,0,4,0
2,0,1,3,0,144,2018,9,12,0,0,0,126.9,3,31452,0,0,4,1
3,0,2,1,0,104,2018,5,14,0,0,0,159.3,2,31453,0,3,4,1
2,0,2,2,0,42,2018,3,20,0,0,0,97.63,1,31454,0,0,4,1
2,0,2,2,0,88,2018,11,6,0,0,0,165.75,1,31455,0,0,4,0
2,0,0,2,0,195,2018,6,30,0,0,0,82.45,1,31456,0,3,3,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,31457,0,0,3,0
1,0,0,2,0,8,2018,9,21,0,0,0,169.38,0,31458,0,3,2,1
3,0,1,3,0,1,2018,9,22,0,0,0,198.0,0,31459,0,3,3,1
2,0,2,1,1,156,2018,8,21,0,0,0,103.5,0,31460,3,0,4,0
2,0,2,2,0,81,2018,5,14,0,0,0,119.85,0,31461,0,0,4,0
2,0,0,5,1,33,2018,10,25,0,0,0,138.0,2,31462,0,0,4,1
2,0,2,2,0,54,2018,11,11,0,0,0,90.1,1,31463,0,0,4,1
1,0,1,4,0,336,2018,9,21,0,0,0,70.0,0,31464,0,0,3,1
2,0,2,2,0,18,2018,8,28,0,0,0,124.25,3,31465,0,0,4,1
2,0,0,2,0,47,2018,9,9,0,0,0,125.1,1,31466,3,0,4,1
2,0,0,2,0,35,2018,3,11,0,0,0,53.72,0,31467,3,0,4,1
1,0,0,2,0,7,2018,3,2,0,0,0,55.0,2,31468,0,0,3,1
2,2,0,3,0,13,2018,5,4,0,0,0,221.0,0,31469,0,5,4,0
3,0,0,2,0,39,2018,4,29,0,0,0,177.0,2,31470,0,3,4,1
2,0,0,2,0,68,2017,9,29,0,0,0,65.0,0,31471,0,0,3,1
2,0,1,4,0,196,2018,8,24,0,0,0,97.75,1,31472,0,0,4,1
2,0,1,2,0,309,2018,5,13,0,0,0,101.0,0,31473,1,0,3,0
2,0,1,5,0,253,2018,12,13,0,0,0,73.95,2,31474,0,0,4,1
2,0,0,4,0,59,2018,4,27,0,0,0,99.85,0,31475,3,0,4,0
2,0,2,1,0,76,2018,12,3,0,0,0,79.2,1,31476,3,0,4,1
2,0,1,2,0,275,2018,9,23,0,0,0,118.2,2,31477,0,0,4,0
1,0,0,1,0,1,2017,9,1,0,0,0,0.0,1,31478,0,0,1,1
2,0,0,1,0,6,2018,2,13,0,0,0,70.07,1,31479,0,0,4,1
2,0,0,4,0,9,2017,9,2,0,0,0,103.05,0,31480,0,0,4,1
2,0,0,4,0,296,2018,9,21,0,0,0,117.0,1,31481,1,0,3,0
2,0,2,2,0,47,2017,12,20,0,0,0,63.75,1,31482,3,0,4,1
2,0,2,1,0,37,2017,11,1,0,0,0,60.0,0,31483,0,3,3,1
2,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,31484,1,0,3,0
2,2,0,3,0,23,2018,3,22,0,0,0,230.0,0,31485,0,5,4,0
3,0,0,1,0,3,2018,2,6,0,0,0,130.0,1,31486,0,3,4,1
3,0,0,2,0,26,2018,10,27,0,0,0,165.0,0,31487,0,0,4,1
1,0,2,4,0,327,2017,9,9,0,0,0,76.0,0,31488,1,0,3,1
2,0,1,0,0,14,2018,12,18,0,0,0,104.0,2,31489,0,0,4,1
2,0,0,2,0,112,2018,6,2,0,0,0,100.0,0,31490,0,0,3,1
2,1,2,0,0,104,2018,12,4,0,0,0,109.8,1,31491,0,0,4,0
2,0,1,4,0,128,2018,8,8,0,0,0,119.7,0,31492,0,0,4,0
2,0,0,2,0,16,2018,3,18,0,0,0,109.0,0,31493,0,0,4,0
2,0,2,2,0,23,2017,12,4,0,0,0,50.0,0,31494,0,0,2,1
2,0,0,2,0,112,2018,6,2,0,0,0,100.0,0,31495,0,0,3,1
2,0,2,1,0,4,2018,11,19,0,0,0,108.67,3,31496,0,0,4,1
2,0,0,1,0,1,2018,6,2,0,0,0,120.0,0,31497,0,0,4,1
2,0,0,2,0,21,2018,3,10,0,0,0,93.0,1,31498,0,0,4,1
2,0,0,1,0,17,2018,3,19,0,0,0,97.0,1,31499,3,0,4,1
2,0,2,4,0,46,2017,9,11,0,0,0,90.09,2,31500,0,0,3,1
2,0,2,0,0,6,2017,12,27,0,0,0,75.0,0,31501,0,0,2,1
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,31502,0,0,3,0
2,0,1,0,0,12,2017,10,4,0,0,0,72.0,0,31503,0,0,3,1
1,0,2,1,0,2,2018,10,30,0,0,0,94.0,0,31504,0,3,0,1
3,0,0,4,0,64,2018,11,1,0,0,0,126.0,1,31505,0,3,4,1
1,0,0,2,0,1,2018,1,27,0,0,0,71.2,0,31506,0,0,4,1
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,31507,1,0,3,1
2,1,0,2,0,136,2018,8,12,0,0,0,145.3,1,31508,0,3,4,1
2,0,0,2,0,134,2018,8,10,0,0,0,114.3,1,31509,0,0,4,1
1,0,0,1,0,14,2018,11,29,1,0,2,65.0,0,31510,0,0,2,1
2,0,2,2,0,49,2018,4,10,0,0,0,112.2,1,31511,0,3,4,1
2,0,2,1,0,15,2018,12,10,0,0,0,90.33,1,31512,3,0,4,1
2,0,1,1,0,180,2018,5,2,0,0,0,100.0,1,31513,0,0,3,1
2,2,2,3,0,151,2018,8,19,0,0,0,198.59,0,31514,0,1,4,0
2,0,2,1,0,102,2018,1,3,0,0,0,40.67,0,31515,0,0,3,1
2,0,2,4,1,132,2018,7,22,0,0,0,105.37,1,31516,0,0,4,1
2,0,0,3,0,8,2018,7,13,0,0,0,151.0,1,31517,0,0,4,0
2,0,1,3,0,133,2017,12,28,0,0,0,72.25,1,31518,0,0,4,0
2,0,0,4,0,70,2018,5,25,0,0,0,102.1,2,31519,0,3,4,1
2,0,2,4,0,27,2018,5,20,0,0,0,135.87,0,31520,0,3,4,0
2,0,1,4,0,148,2017,12,30,0,0,0,67.0,0,31521,0,0,3,1
2,1,2,0,0,167,2018,8,21,0,0,0,119.7,1,31522,0,0,4,0
1,0,0,1,0,47,2017,12,16,0,0,0,65.0,0,31523,0,0,2,1
2,0,2,1,0,138,2017,8,22,0,0,0,94.5,0,31524,1,0,3,0
2,0,1,3,0,75,2018,6,20,0,0,0,80.75,1,31525,0,0,3,1
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,31526,0,0,3,0
2,0,0,1,0,0,2017,9,15,0,0,0,145.0,1,31527,0,0,2,1
1,0,1,1,0,301,2018,7,30,0,0,0,90.0,0,31528,1,0,3,1
2,0,0,2,0,74,2017,9,18,0,0,0,101.5,0,31529,1,0,3,1
2,0,2,2,0,44,2018,3,11,0,0,0,80.74,1,31530,0,0,4,1
2,0,1,2,0,81,2018,3,25,0,0,0,65.0,0,31531,0,0,3,1
2,0,0,1,0,23,2018,9,8,0,0,0,118.0,0,31532,3,0,4,0
1,0,0,1,0,0,2017,8,20,0,0,0,114.0,1,31533,0,0,4,1
2,0,2,1,0,41,2018,3,13,0,0,0,85.67,0,31534,0,0,2,1
1,0,0,3,0,92,2018,6,16,0,0,0,135.9,1,31535,0,0,4,1
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,31536,0,0,3,0
3,0,2,1,0,3,2017,7,11,0,0,0,138.5,0,31537,1,0,3,1
1,0,0,1,0,4,2018,4,6,0,0,0,156.0,0,31538,0,3,4,0
2,0,1,4,0,7,2017,8,12,0,0,0,90.0,1,31539,0,0,4,0
2,2,0,4,0,20,2018,6,8,0,0,0,211.0,2,31540,0,5,4,1
2,0,2,3,0,104,2018,5,5,0,0,0,80.75,0,31541,0,0,3,1
2,0,2,2,0,125,2018,8,20,0,0,0,105.3,3,31542,0,0,4,1
1,0,0,1,1,5,2018,9,28,1,0,1,67.0,0,31543,0,0,2,1
1,0,2,2,0,1,2018,2,5,0,0,0,62.91,1,31544,0,0,4,1
1,0,0,2,0,50,2018,11,9,0,0,0,145.69,0,31545,3,0,4,0
2,0,0,2,0,29,2017,9,15,0,0,0,94.5,0,31546,0,0,4,1
2,0,0,3,0,274,2018,8,9,0,0,0,107.0,2,31547,0,0,4,0
2,0,2,2,0,175,2018,7,24,0,0,0,123.25,1,31548,1,0,4,0
2,0,0,3,0,128,2018,8,3,0,0,0,94.5,1,31549,3,0,4,1
2,1,0,5,0,139,2018,8,9,0,0,0,130.5,1,31550,0,0,4,1
1,0,0,1,0,30,2018,10,28,0,0,0,127.15,0,31551,0,3,3,1
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,31552,0,0,3,0
2,0,2,1,0,64,2018,11,20,0,0,0,79.2,1,31553,3,0,4,1
2,0,0,3,0,24,2018,2,11,0,0,0,46.67,1,31554,0,3,3,1
2,0,2,5,0,88,2018,3,30,0,0,0,82.45,1,31555,0,0,4,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,31556,0,0,3,0
2,0,1,5,0,58,2018,6,28,0,0,0,131.4,0,31557,0,3,4,0
2,2,0,2,0,63,2018,7,19,0,0,0,177.3,0,31558,0,5,4,0
2,0,2,1,0,221,2017,10,17,0,0,0,65.0,1,31559,0,0,3,1
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,31560,1,0,3,0
2,0,1,3,0,60,2017,10,12,0,0,0,65.0,1,31561,0,0,3,1
2,0,2,2,0,111,2018,9,11,0,0,0,118.8,2,31562,3,0,4,0
2,0,0,0,0,0,2017,8,13,0,0,0,0.0,2,31563,0,0,4,1
2,0,2,3,0,24,2017,12,5,0,0,0,60.56,0,31564,0,0,2,1
1,0,1,0,0,3,2018,10,10,0,0,0,118.58,1,31565,0,0,4,1
1,0,0,1,0,5,2018,1,30,0,0,0,80.0,2,31566,0,0,4,1
2,0,1,2,0,68,2018,2,26,0,0,0,80.3,0,31567,0,0,4,1
2,0,2,1,0,54,2018,6,11,0,0,0,85.0,0,31568,3,0,3,1
1,0,0,1,0,6,2018,5,18,1,0,1,98.0,0,31569,0,0,2,1
2,1,0,1,0,10,2018,1,16,0,0,0,77.6,1,31570,0,0,3,1
2,0,1,4,0,118,2017,12,28,0,0,0,110.8,2,31571,0,0,4,1
2,0,0,3,0,184,2018,8,9,0,0,0,105.3,2,31572,0,0,4,0
1,0,1,2,0,118,2018,6,6,0,0,0,110.0,0,31573,0,0,3,1
2,0,0,3,0,0,2018,4,28,0,0,0,84.14,1,31574,0,3,4,1
2,0,0,2,0,377,2018,10,14,0,0,0,115.0,1,31575,1,0,3,0
3,0,1,5,0,25,2018,12,27,0,0,0,87.33,0,31576,0,0,3,1
2,0,2,3,0,265,2018,10,9,0,0,0,100.3,0,31577,0,0,4,0
2,0,1,2,0,21,2017,10,12,0,0,0,75.0,0,31578,0,3,3,1
1,0,0,1,0,21,2018,2,11,0,0,0,85.0,0,31579,0,0,4,0
2,0,0,2,0,55,2018,3,16,0,0,0,78.3,1,31580,0,0,4,1
2,0,2,1,0,9,2017,12,5,0,0,0,85.6,2,31581,0,0,4,1
2,0,2,2,0,38,2018,12,2,0,0,0,77.86,1,31582,0,1,4,1
3,0,2,2,0,151,2018,9,23,0,0,0,162.0,2,31583,0,3,4,0
1,0,0,5,0,230,2018,9,6,0,0,0,111.0,0,31584,0,0,3,0
2,0,1,3,0,9,2017,9,24,0,0,0,190.5,2,31585,0,0,4,1
1,0,1,0,0,66,2018,7,18,0,0,0,69.3,1,31586,3,0,4,1
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,31587,0,0,3,1
2,0,0,2,0,169,2018,9,9,0,0,0,80.75,0,31588,0,0,3,1
1,0,1,0,0,18,2018,10,10,0,0,0,139.0,3,31589,0,0,4,1
3,0,2,3,0,242,2018,10,7,0,0,0,150.45,0,31590,0,3,4,0
1,0,1,1,0,7,2018,2,15,0,0,0,85.0,0,31591,0,0,4,1
2,0,0,4,0,270,2018,4,20,0,0,0,62.8,0,31592,0,0,3,0
2,0,1,1,0,2,2017,10,10,0,0,0,145.0,0,31593,0,0,4,1
1,0,1,0,0,13,2018,4,11,0,0,0,95.0,0,31594,0,0,4,0
2,0,0,3,0,36,2017,10,13,0,0,0,112.0,0,31595,1,0,3,1
1,0,0,2,0,135,2018,5,6,0,0,0,99.9,1,31596,0,0,4,1
0,2,2,3,0,109,2018,12,16,0,0,0,77.86,2,31597,0,1,4,1
1,0,0,2,0,5,2018,10,11,0,0,0,110.0,0,31598,0,3,0,1
2,0,1,2,0,5,2017,10,19,0,0,0,90.0,0,31599,0,0,3,1
2,0,0,2,0,31,2018,2,4,0,0,0,77.0,0,31600,0,0,2,1
2,1,1,4,0,81,2018,5,9,0,0,0,135.15,2,31601,0,0,4,0
